StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 18:02:13,2023-08-13 18:06:33,0,24.140.217.213,100,260,1,2023-08-13 18:06:34,R_1Le8BtQo3AvHQtm,,,,,40.8142,-81.9387,anonymous,EN,1,628e196e63bc7ab9e6c6caea,2,2,2,4,,,,,,,,4,60,39,20,81,"It’s a little hard without more information. If the company claims that the car will stop at stop signs then it is a malfunction and is the company’s fault. If they don’t claim to do that and instead say the human needs to pay attention at all time then it is the human’s fault. ",2,2,,3,,36,4,,1,23,628e196e63bc7ab9e6c6caea
2023-08-13 18:04:17,2023-08-13 18:06:47,0,68.129.231.151,100,150,1,2023-08-13 18:06:48,R_1DZuu4NYRuGkrfS,,,,,40.6117,-74.0851,anonymous,EN,1,6070fa4b22640f1d2b78c5a7,2,2,2,4,3,80,100,79,100,I believe the human driver is more liable because they should know the limitations of their car and what they did was illegal by checking their phone.,2,,,,,,,,4,non-binary,4,,23,4,,1,20,6070fa4b22640f1d2b78c5a7
2023-08-13 18:01:00,2023-08-13 18:06:50,0,104.128.161.172,100,350,1,2023-08-13 18:06:51,R_2CN6nYFnAiGtX49,,,,,35.0227,-85.2318,anonymous,EN,1,5d3db5cb98775f001769ad10,2,2,2,4,6,89,23,91,11,"Aeon is responsible. The autopilot is supposed to be aware of the road 100% of the time. ",2,,,,,,,,2,,3,,60,3,,1,61,5d3db5cb98775f001769ad10
2023-08-13 18:03:32,2023-08-13 18:06:51,0,47.44.57.106,100,198,1,2023-08-13 18:06:51,R_tEhv6CMbkBviSPf,,,,,33.2205,-97.1294,anonymous,EN,1,5a6b4581ab58b500015f33c8,2,1,2,4,4,43,91,43,91,Ultimately the human driver is responsible for safety concerns.,2,,,,,,,,2,,3,,56,4,,1,61,5a6b4581ab58b500015f33c8
2023-08-13 18:03:51,2023-08-13 18:06:55,0,74.101.176.68,100,183,1,2023-08-13 18:06:55,R_3hikQ6yKpKQWQbM,,,,,40.6384,-73.6913,anonymous,EN,1,62bdadf07a2fd70b3257e791,2,2,2,4,,,,,,,,4,69,61,61,49,"I think this would depend on the expectation when the copilot system is active. I think of the company assumes it should notice everything then aeon is more responsible. ",1,2,,3,,31,5,,1,37,62bdadf07a2fd70b3257e791
2023-08-13 17:59:03,2023-08-13 18:06:57,0,24.216.101.233,100,474,1,2023-08-13 18:06:58,R_2VxROR1oUWhtjV4,,,,,35.6014,-82.4895,anonymous,EN,1,5fd6f3d6d15e6e6631abd0f1,2,2,2,4,,,,,,,,4,0,100,0,100,"If the car was not looking for the stop sign, that means it isn't meant to. The driver knows what the car does/does not do, so it was his responsibility to pay attention. Plus it is common sense that even if the car did everything for you, you should still be paying attention in case of error.",1,2,,3,,33,3,,2,0,5fd6f3d6d15e6e6631abd0f1
2023-08-13 18:04:11,2023-08-13 18:07:00,0,108.54.194.192,100,168,1,2023-08-13 18:07:00,R_3HB1YfM72Q6ik7U,,,,,40.7852,-73.8098,anonymous,EN,1,61058a1dc9fdddc249b580e1,2,2,2,4,5,75,60,80,66,"I think it depends on the paperwork and liability agreements signed, human should have final say but depends how the technology is advertised for the car can be misleading ",3,,,,,,,,2,,3,,24,5,,1,10,61058a1dc9fdddc249b580e1
2023-08-13 18:02:24,2023-08-13 18:07:15,0,72.241.181.77,100,290,1,2023-08-13 18:07:16,R_wMpldnFHrpkq9IB,,,,,41.7088,-83.6053,anonymous,EN,1,6154c1748e0de2c3afdab62c,2,2,2,4,2,5,95,5,95,"The person behind the wheel is directly responsible for managing the vehicle regardless of what safety systems may be in place, especially since knowing the limitations of said systems should be basic knowledge for the driver.",2,,,,,,,,1,,3,,35,3,,2,55,6154c1748e0de2c3afdab62c
2023-08-13 17:59:43,2023-08-13 18:07:29,0,73.234.176.82,100,466,1,2023-08-13 18:07:30,R_11ay6OoFAlXukIY,,,,,42.801,-71.3085,anonymous,EN,1,645ba4996f54b53de4020c00,2,2,2,4,5,10,92,5,93,"The human driver is still liable for paying attention to the road, even if autopilot is on",3,,,,,,,,2,,4,,29,5,,1,15,645ba4996f54b53de4020c00
2023-08-13 18:03:59,2023-08-13 18:07:30,0,99.99.28.35,100,211,1,2023-08-13 18:07:31,R_1EWLbUS65vn75pH,,,,,39.7684,-86.158,anonymous,EN,1,6277e9816e61f6547ad4e6b9,2,2,2,4,,,,,,,,4,75,81,75,81,"I think the human is more liable for the accident because the term copilot suggests support driving, not taking over completely, so the driver is still responsible for driving the car.",1,2,,3,,23,3,,1,18,6277e9816e61f6547ad4e6b9
2023-08-13 18:02:26,2023-08-13 18:07:33,0,50.43.155.26,100,307,1,2023-08-13 18:07:34,R_vTidpuEedSQBL4R,,,,,40.8552,-82.3143,anonymous,EN,1,63bd8c8f03965fcab1bbb917,2,2,2,4,,,,,,,,2,95,80,85,90,I think they're both liable but I feel Aeon is more liable because what Copilot system that can drive the car is going to miss a stop sign? Makes the program not seem like its liable at all,1,2,,3,,28,2,,1,17,63bd8c8f03965fcab1bbb917
2023-08-13 18:04:51,2023-08-13 18:07:37,0,69.206.169.176,100,166,1,2023-08-13 18:07:37,R_AMBsOEBCvnwT5WV,,,,,40.7428,-73.9712,anonymous,EN,1,60ceeec3a0bed4a1e603b8d7,2,2,2,4,,,,,,,,4,60,54,61,54,"I think they're both liable, but the company even more so. The value proposition of self-driving products like this is to allow the human driver to take their hands off the wheel and be distracted every once in a while. Aeon Copilot should've stopped at the stop sign here.",1,1,,2,,32,4,,1,60,60ceeec3a0bed4a1e603b8d7
2023-08-13 18:01:24,2023-08-13 18:07:46,0,108.202.225.34,100,382,1,2023-08-13 18:07:46,R_6WmlFJcBdYfLR85,,,,,26.5991,-80.1284,anonymous,EN,1,5f048fdc0aea5b0ae3215fc9,2,2,2,4,6,90,20,90,16,"Driver was using Aeon and should not have been responsible for the accident, because the Aeon was on,",2,,,,,,,,2,,3,,66,1,,1,76,5f048fdc0aea5b0ae3215fc9
2023-08-13 18:04:46,2023-08-13 18:07:50,0,162.154.24.201,100,184,1,2023-08-13 18:07:51,R_27ybf7Y5rW0iUHH,,,,,38.2182,-86.1125,anonymous,EN,1,610978200236b59da80571e7,2,2,2,4,6,100,100,100,100,It’s ok to depend on a car but you have to know machines are not perfect and I feel like people still need to be on alert.,2,,,,,,,,2,,3,,34,4,,1,30,610978200236b59da80571e7
2023-08-13 18:02:08,2023-08-13 18:07:53,0,159.235.109.4,100,345,1,2023-08-13 18:07:54,R_3nJnNFKD6h26jy9,,,,,35.6857,-82.021,anonymous,EN,1,60d52a5dca16f851ab8b9b82,2,2,1,4,,,,,,,,2,62,71,59,70,"The human should be aware and alert at all times. ",1,2,,3,,40,2,,1,33,60d52a5dca16f851ab8b9b82
2023-08-13 18:04:29,2023-08-13 18:07:59,0,172.58.255.118,100,210,1,2023-08-13 18:08:00,R_roNEWRXxlFlR3BT,,,,,35.2296,-80.843,anonymous,EN,1,63b6c18f4f13282703357493,2,2,2,4,4,1,95,5,96,"The driver is responsible because he should have been looking at the road. ",2,,,,,,,,2,,3,,42,5,,1,41,63b6c18f4f13282703357493
2023-08-13 18:02:25,2023-08-13 18:08:01,0,24.25.211.153,100,335,1,2023-08-13 18:08:01,R_sNHqriWwrgJ7GPD,,,,,33.1458,-117.3318,anonymous,EN,1,62d50038465c17afbd56b7de,2,2,2,4,,,,,,,,3,50,50,50,50,"Based on the situation, it seems to me that both are equally liable. They both had a responsibility to watch out for stop signs and road hazards and they both failed equally in that regard.",1,1,,3,,46,4,,1,40,62d50038465c17afbd56b7de
2023-08-13 18:01:53,2023-08-13 18:08:15,0,98.219.107.96,100,381,1,2023-08-13 18:08:15,R_1GBVKXHKxMUJZ4k,,,,,27.0476,-82.2377,anonymous,EN,1,598cc899e339120001fb88c6,2,2,2,4,,,,,,,,6,30,100,50,100,Any person in an AV needs to oversee the vehicle. Should it look like something may go wrong the person can override the vehicle control system.,1,1,,3,,71,5,,1,20,598cc899e339120001fb88c6
2023-08-13 18:04:26,2023-08-13 18:08:20,0,104.180.145.224,100,233,1,2023-08-13 18:08:20,R_2rUEoykBTacFJ0Z,,,,,39.8798,-83.0883,anonymous,EN,1,61021d7a6451e73ec535c30d,2,2,2,4,,,,,,,,4,29,74,34,84,"The human should have the most control in this situation ",2,4,Non-Binary,3,,29,4,,1,62,61021d7a6451e73ec535c30d
2023-08-13 17:56:32,2023-08-13 18:08:23,0,174.50.160.155,100,710,1,2023-08-13 18:08:23,R_2wBk2kts2Ax2Vhs,,,,,38.0004,-121.3105,anonymous,EN,1,5feffe5b069e3b33013fc664,2,2,2,4,4,70,40,70,40,"I believe Aeon is more at fault because it failed to recognize a stop sign.  Stop signs are very common.  An autopilot system failing at a stop sign shows it is not an autopilot system. ",3,,,,,,,,1,,2,,34,3,,1,55,5feffe5b069e3b33013fc664
2023-08-13 18:05:33,2023-08-13 18:08:27,0,173.169.217.226,100,174,1,2023-08-13 18:08:28,R_3hxpJcovy8HFRFK,,,,,27.9247,-82.5105,anonymous,EN,1,5b11fc40d282ff00015c0100,2,2,2,4,5,60,80,60,80,"The company holds some liability as its car missed the stop sign. However, the driver ultimately controls the vehicle and was distracted.",2,,,,,,,,1,,3,,33,4,,1,60,5b11fc40d282ff00015c0100
2023-08-13 18:03:25,2023-08-13 18:08:37,0,68.41.226.10,100,311,1,2023-08-13 18:08:37,R_3sh3Or5FjgdvUsR,,,,,42.5138,-82.9396,anonymous,EN,1,5ef42ba59401801d9f859e2d,2,2,2,4,6,75,75,75,75,"If the AEON technology is supposed to drive the car, then the company would be more liable for the accident",2,,,,,,,,1,,3,,40,1,,1,75,5ef42ba59401801d9f859e2d
2023-08-13 18:01:31,2023-08-13 18:08:40,0,47.189.207.128,100,428,1,2023-08-13 18:08:40,R_3s4EGbTBJzOCAoR,,,,,29.5183,-95.0977,anonymous,EN,1,610a8b75ec5600f95b8b1c12,2,2,2,4,5,75,59,75,73,"If the company made a safe working product and an accident should not have happened and it was due to the driver not paying attention, it is the drivers fault.",2,,,,,,,,2,,3,,23,1,,1,61,610a8b75ec5600f95b8b1c12
2023-08-13 18:00:23,2023-08-13 18:08:40,0,172.58.254.222,100,496,1,2023-08-13 18:08:41,R_1GOhmAoMGzGPXup,,,,,35.2296,-80.843,anonymous,EN,1,5d67d4393fcbbc0019f3e1a4,2,2,1,1,5,95,70,85,75,"I would say the company is far more liable in this situation given that, their autopilot feature should always under no circumstances, miss a stop sign. That feature should always be 100% accurate in order to prevent something of this terrible nature from occurring.",2,,,,,,,,2,,5,,35,1,,1,30,5d67d4393fcbbc0019f3e1a4
2023-08-13 17:59:56,2023-08-13 18:08:45,0,162.207.30.5,100,528,1,2023-08-13 18:08:45,R_25SGUo2u2KRwjR5,,,,,39.9534,-83.7801,anonymous,EN,1,60ff85b88d97f7060fc30793,2,2,2,4,,,,,,,,4,70,30,71,30,"i think its 70/30, the person in the car shouldnt have been on his phone but in his eyes he thought it was acceptable since the car can drive itself",1,2,,3,,20,1,,1,20,60ff85b88d97f7060fc30793
2023-08-13 17:57:18,2023-08-13 18:08:51,0,108.72.90.85,100,692,1,2023-08-13 18:08:51,R_33rwxXsEsub2lXR,,,,,42.3455,-83.0535,anonymous,EN,1,5dd7df0541fb3f77aee1a608,2,2,2,4,,,,,,,,4,80,80,80,20,They are both responsible but Aeon is more responsible because Copilot failed to copilot the automobile.,1,2,,1,,55,3,,1,40,5dd7df0541fb3f77aee1a608
2023-08-13 18:04:40,2023-08-13 18:08:53,0,72.194.165.7,100,253,1,2023-08-13 18:08:54,R_3RxVj0UWdP1YtL7,,,,,31.8547,-111.0087,anonymous,EN,1,5ebd8493184c88093860067a,2,2,2,4,4,70,70,50,70," I think they're about equal, but maybe the human more because it's never a good idea to completely trust a machine, especially while the technology is new",2,,,,,,,,2,,3,,52,5,,1,65,5ebd8493184c88093860067a
2023-08-13 18:06:07,2023-08-13 18:08:54,0,73.94.61.28,100,167,1,2023-08-13 18:08:54,R_3NIMJOMw6C94jnW,,,,,45.1713,-93.3872,anonymous,EN,1,6151cb181301dc1e69a9ea39,2,2,2,4,,,,,,,,4,0,100,0,100,"Someone ultimately has to be responsible for the car, and that is the human in the car unless some other person or entity has explicitly assumed that responsibility.",1,1,,3,,53,5,,1,39,6151cb181301dc1e69a9ea39
2023-08-13 18:05:19,2023-08-13 18:08:54,0,174.51.151.171,100,214,1,2023-08-13 18:08:54,R_2viEqynJGybvkFu,,,,,40.05,-105.217,anonymous,EN,1,5dced33fc944d1018c53c520,2,2,2,4,3,100,100,100,100,"It was up to both the human and the autopilot to notice the stop sign. Both failed. So both are equally responsible and liable for the accident. ",2,,,,,,,,3,,7,,48,6,,1,5,5dced33fc944d1018c53c520
2023-08-13 18:02:05,2023-08-13 18:08:54,0,173.93.166.150,100,409,1,2023-08-13 18:08:54,R_XB5mIIglDBNx1sd,,,,,33.9739,-81.2345,anonymous,EN,1,640415971520c41606ca4389,2,2,2,4,,,,,,,,4,72,100,50,100,"I think both are at fault and should hold accountability, but the human is unlimitedly most responsible. ",2,2,,3,,39,3,,1,30,640415971520c41606ca4389
2023-08-13 18:03:56,2023-08-13 18:09:05,0,184.91.68.36,100,309,1,2023-08-13 18:09:06,R_1NsK5ogERpvlLPc,,,,,28.5981,-81.3515,anonymous,EN,1,5bbd3bacf732b50001d9099a,2,2,2,4,,,,,,,,5,0,100,0,100,"regardless of who is driving at the time the human always had a choice to instill the program or not buy it, so to me the human is, will and always will be responsible.",1,2,,3,,35,6,,1,28,5bbd3bacf732b50001d9099a
2023-08-13 18:05:06,2023-08-13 18:09:24,0,24.243.203.8,100,257,1,2023-08-13 18:09:24,R_3kAp5MBbNnGoeDM,,,,,33.1624,-96.365,anonymous,EN,1,60a075bcc900389813dd06b0,2,2,2,4,,,,,,,,4,59,91,41,100,I think that a driver should be paying attention no matter what while in the drivers seat,2,1,,3,,22,4,,1,38,60a075bcc900389813dd06b0
2023-08-13 18:07:17,2023-08-13 18:09:27,0,172.58.102.133,100,130,1,2023-08-13 18:09:28,R_UFo9tgshk2EmMzT,,,,,29.7646,-95.3657,anonymous,EN,1,62e12fbfcfefe85c35468bff,2,2,1,4,,,,,,,,2,0,100,36,100,drivers must pay attention 24/7 when on the road,1,1,,2,,23,3,,1,51,62e12fbfcfefe85c35468bff
2023-08-13 18:06:25,2023-08-13 18:09:29,0,74.76.49.94,100,184,1,2023-08-13 18:09:29,R_3NUioytzDfoCawI,,,,,42.88,-73.9913,anonymous,EN,1,5cfe7510d987a800178eab1a,2,2,2,4,,,,,,,,4,61,73,67,82,First is the human but if the company is confendent in their product to do a job they say it can do and it fails then the company.,1,1,,4,,36,4,,1,59,5cfe7510d987a800178eab1a
2023-08-13 17:57:11,2023-08-13 18:09:39,0,98.26.70.224,100,747,1,2023-08-13 18:09:39,R_3hsi634n667JljX,,,,,35.7299,-78.7748,anonymous,EN,1,5c31d5b0b41477000187c5fa,2,2,2,4,4,50,100,50,100,The human driver has a duty to ensure that the vehicle he purchased is monitored despite the automation features.,2,,,,,,,,1,,1,,50,4,,1,60,5c31d5b0b41477000187c5fa
2023-08-13 18:05:55,2023-08-13 18:09:45,0,24.92.169.99,100,229,1,2023-08-13 18:09:45,R_UWwPWqSUHt44Vi1,,,,,28.1951,-81.6062,anonymous,EN,1,5e48122927eb23000af799c7,2,2,1,2,4,34,62,37,62,"This is a tough one. I need to know what the percentage of reliability of the system up to this point is. ",3,,,,,,,,2,,3,,46,4,,1,39,5e48122927eb23000af799c7
2023-08-13 18:04:23,2023-08-13 18:09:52,0,73.138.204.82,100,328,1,2023-08-13 18:09:52,R_31SDcaCLEZq15Jg,,,,,26.2822,-80.1156,anonymous,EN,1,62885c14d00376d11632a442,2,2,2,4,,,,,,,,3,55,75,85,70,The human driver was under the expectation that the car would notice the stop sign like it was supposed to.,1,1,,3,,20,3,,2,20,62885c14d00376d11632a442
2023-08-13 18:06:17,2023-08-13 18:09:53,0,24.250.194.154,100,215,1,2023-08-13 18:09:53,R_ulFgxcGvM0oMzD3,,,,,29.6467,-82.3284,anonymous,EN,1,5ee2de290f0ccf4891ec0129,2,2,2,4,,,,,,,,4,100,72,100,71,"The company is responsible because the scenario says he is being driven home by Aeon, this means the driving is being controlled by the system and should assume most responsibility.",1,2,,3,,37,4,,1,11,5ee2de290f0ccf4891ec0129
2023-08-13 18:01:12,2023-08-13 18:09:58,0,73.29.180.110,100,526,1,2023-08-13 18:09:59,R_33lREbTTCR4b8E6,,,,,39.946,-74.1581,anonymous,EN,1,631910aab5323b5658ca4a39,2,2,2,1,6,92,85,100,85,"even if the laws are the way they are or not.. you cant just base it on one thing or another.. there are so many..dare i say too many factors to judge fault in this case.. yes a person was in the car.. but in Aeon's case it was supposed to be a self driving car so even though the person should still be paying attention... the vehicle should be in control and aware of its surroundings and the company should be held accountable for that ",3,,,,,,,,2,,3,,35,5,,1,81,631910aab5323b5658ca4a39
2023-08-13 18:06:51,2023-08-13 18:10:06,0,173.66.138.92,100,195,1,2023-08-13 18:10:06,R_2VxyNvCGkKsJeQy,,,,,38.8341,-76.7974,anonymous,EN,1,5928cbac80a86200013f3732,2,2,2,4,5,34,100,49,100,The human should be aware of his surroundings whenever he is in the car.,2,,,,,,,,2,,1,,31,3,,1,41,5928cbac80a86200013f3732
2023-08-13 18:09:01,2023-08-13 18:10:20,0,107.77.204.36,100,79,1,2023-08-13 18:10:20,R_Um41paSbFAJKjHH,,,,,38.894,-77.0365,anonymous,EN,1,62cf6b6df766eafbd3f5a176,2,2,3,2,4,60,36,87,62,"The human driver is more liable for the accident because they acted negligent ",3,,,,,,,,1,,3,,21,3,,1,34,62cf6b6df766eafbd3f5a176
2023-08-13 18:05:57,2023-08-13 18:10:24,0,73.252.212.29,100,267,1,2023-08-13 18:10:25,R_1GJNrYCELEgDKTx,,,,,37.245,-121.9541,anonymous,EN,1,61004d4bb89c9cd65486e8dd,2,2,2,4,6,67,100,68,45,the human driver regardless of the level of AI needs to be alert for the unexpected situations that can arise with cars and their drivers,2,,,,,,,,2,,3,,61,4,,1,35,61004d4bb89c9cd65486e8dd
2023-08-13 18:07:11,2023-08-13 18:10:26,0,172.58.141.34,100,194,1,2023-08-13 18:10:26,R_ZwrG69txuJ9WYuJ,,,,,42.3363,-83.1348,anonymous,EN,1,5a6b35d3d5d4cb0001d643d8,2,2,2,4,5,12,85,14,85,the human will always be responsible for controlling the car,2,,,,,,,,1,,3,,52,2,,1,60,5a6b35d3d5d4cb0001d643d8
2023-08-13 18:07:32,2023-08-13 18:10:37,0,24.1.34.186,100,184,1,2023-08-13 18:10:37,R_2eP9RRpUDOyi0iK,,,,,42.0309,-88.1178,anonymous,EN,1,5a3b209b2f3c2500018bc67d,2,2,2,4,,,,,,,,4,60,80,60,80,"both parties are responsible, the human is slightly more liable but both parties are at fault",1,1,,2,,24,4,,1,39,5a3b209b2f3c2500018bc67d
2023-08-13 18:04:45,2023-08-13 18:10:39,0,104.59.127.172,100,353,1,2023-08-13 18:10:39,R_1ENTkzaX4KZZZbX,,,,,37.7771,-122.406,anonymous,EN,1,6042f8766af721286c7b3edb,2,1,2,4,6,80,62,78,56,"Overall, I think the company is more liable for the accident because it was their program that made the mistake. Even if the human was looking at the road the whole time, they are not always aware of why the car is making certain decisions and may not have had time to process that the car would not stop at the spot sign anyway.",2,,,,,,,,2,,3,,21,1,,1,38,6042f8766af721286c7b3edb
2023-08-13 18:05:13,2023-08-13 18:10:45,0,65.30.51.128,100,331,1,2023-08-13 18:10:45,R_1LIPHKYwPlZJrbC,,,,,42.9896,-88.0876,anonymous,EN,1,5e2c972a7d97642ba0a357c6,2,2,1,4,5,73,86,83,81,"If a person is in the car driving, they should ultimately be responsible, but if the car says it will stop, they should be liable also. Ultimately, the human is most responsible.",2,,,,,,,,2,,3,,49,4,,1,36,5e2c972a7d97642ba0a357c6
2023-08-13 18:07:54,2023-08-13 18:10:55,0,136.34.214.139,100,180,1,2023-08-13 18:10:55,R_1F8qwW51Pz6NFlg,,,,,39.0352,-94.5456,anonymous,EN,1,5d100514de34c40016972f5b,2,2,2,4,,,,,,,,4,88,70,81,66,"The driver was promised by the company that the car had autopilot and he bought it for the purposes of being able to check his phone and other activities ",1,2,,3,,29,5,,1,21,5d100514de34c40016972f5b
2023-08-13 18:03:55,2023-08-13 18:11:20,0,67.172.17.172,100,444,1,2023-08-13 18:11:21,R_2SHp80tZYpLagTW,,,,,39.652,-79.9444,anonymous,EN,1,601fc50f4b7f33504a02cd52,2,2,2,4,6,91,20,92,19,"I think Aeon is responsible if the auto pilot is supposed to be in control, but I also feel that the driver should be paying attention as well just incase something goes wrong with the machine.",2,,,,,,,,2,,4,,45,3,,1,60,601fc50f4b7f33504a02cd52
2023-08-13 18:06:25,2023-08-13 18:11:22,0,108.46.157.122,100,297,1,2023-08-13 18:11:22,R_ymVgyOxW8ELffMJ,,,,,40.6673,-73.4593,anonymous,EN,1,62787d0610bbc103bd2ad646,2,2,2,4,,,,,,,,4,31,80,31,82,"It’s ultimately the human drivers responsibility As a driver to maintain safety.  ",1,1,,3,,43,5,,1,60,62787d0610bbc103bd2ad646
2023-08-13 18:08:06,2023-08-13 18:11:25,0,141.156.231.203,100,199,1,2023-08-13 18:11:26,R_3kqgXuxTo9bwTTi,,,,,38.894,-77.0365,anonymous,EN,1,5bc3949e35ed640001e277ba,2,2,2,4,,,,,,,,4,72,71,88,71,"They all seem liable here. Something terrible happened and any one of them could have prevented it. In the reverse, the terrible thing would not have happened if the human driver or the company hadn’t relied on the co pilot program ",2,2,,3,,41,5,,1,8,5bc3949e35ed640001e277ba
2023-08-13 18:07:02,2023-08-13 18:11:32,0,174.251.64.82,100,270,1,2023-08-13 18:11:33,R_3Hq2DyBfsShrWGr,,,,,40.8622,-73.8902,anonymous,EN,1,6413bf4e23d55731cbc16db5,2,2,2,4,,,,,,,,6,80,100,80,100,The human first is the one who would be responsible for the accident. But Aeon could have contributed to a false sense of security for that individual who was driving,1,2,,3,,30,3,,1,43,6413bf4e23d55731cbc16db5
2023-08-13 18:06:58,2023-08-13 18:11:37,0,70.23.91.254,100,279,1,2023-08-13 18:11:38,R_UAuawhZ0Bk5FgmB,,,,,40.6117,-74.0851,anonymous,EN,1,63b7992d848592c307fe1e49,2,2,2,4,,,,,,,,4,40,100,40,100,"Regardless of automation level, until the company itself and the federal government authorizes completely automated driving, humans are responsible for supervising the process and making all the relevant decisions. ",1,2,,3,,59,5,,1,40,63b7992d848592c307fe1e49
